StandID;ForTyp;Structure_Class;Variant;Forest_Type;Structure_Class_Description
42042;999;1=SI;CA;NA;NA
42045;281;1=SI;CA;Lodgepole pine;NA
42046;281;1=SI;CA;Lodgepole pine;NA
42048;999;0=BG;CA;NA;Bare Ground (0)
42054;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
42055;281;1=SI;CA;Lodgepole pine;NA
42059;281;1=SI;CA;Lodgepole pine;NA
42060;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
42061;281;1=SI;CA;Lodgepole pine;NA
42064;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42068;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
42069;261;1=SI;CA;White fir;NA
42071;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42074;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
42079;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
42082;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42086;281;1=SI;CA;Lodgepole pine;NA
42087;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
42088;221;3=UR;CA;Ponderosa pine;Understory Reinitiation (3)
42093;221;1=SI;CA;Ponderosa pine;NA
42094;999;1=SI;CA;NA;NA
42096;261;1=SI;CA;White fir;NA
42097;221;3=UR;CA;Ponderosa pine;Understory Reinitiation (3)
42101;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
42103;221;3=UR;CA;Ponderosa pine;Understory Reinitiation (3)
42104;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42105;261;2=SE;CA;White fir;Stem Exclusion (2)
42106;281;1=SI;CA;Lodgepole pine;NA
42107;261;3=UR;CA;White fir;Understory Reinitiation (3)
42110;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42112;201;1=SI;CA;Douglas-fir;NA
42113;201;1=SI;CA;Douglas-fir;NA
42115;201;1=SI;CA;Douglas-fir;NA
42118;201;1=SI;CA;Douglas-fir;NA
42119;999;1=SI;CA;NA;NA
42120;999;NA;CA;NA;NA
42126;999;1=SI;CA;NA;NA
42127;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42129;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42130;999;1=SI;CA;NA;NA
42131;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42133;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42134;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42135;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42136;183;6=OM;CA;Western juniper;Old Forest Multistrata (6)
42137;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42138;183;3=UR;CA;Western juniper;Understory Reinitiation (3)
42140;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42142;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42143;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42144;183;3=UR;CA;Western juniper;Understory Reinitiation (3)
42145;183;3=UR;CA;Western juniper;Understory Reinitiation (3)
42149;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42150;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42151;999;1=SI;CA;NA;NA
42152;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42153;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42154;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42155;183;3=UR;CA;Western juniper;Understory Reinitiation (3)
42156;999;1=SI;CA;NA;NA
42157;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42177;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42182;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42184;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42185;201;5=OS;CA;Douglas-fir;Old Forest Single Stratum (5)
42187;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42188;901;3=UR;CA;Aspen;Understory Reinitiation (3)
42189;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42196;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42197;183;2=SE;CA;Western juniper;Stem Exclusion (2)
42201;996;3=UR;CA;NA;Understory Reinitiation (3)
42205;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42207;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42208;901;6=OM;CA;Aspen;Old Forest Multistrata (6)
42213;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42214;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42215;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42218;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42220;241;2=SE;CA;Western white pine;Stem Exclusion (2)
42224;261;2=SE;CA;White fir;Stem Exclusion (2)
42225;261;1=SI;CA;White fir;NA
42226;301;3=UR;CA;Western hemlock;Understory Reinitiation (3)
42227;368;3=UR;CA;Misc. western softwoods;Understory Reinitiation (3)
42228;261;3=UR;CA;White fir;Understory Reinitiation (3)
42230;261;1=SI;CA;White fir;NA
42233;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42236;368;3=UR;CA;Misc. western softwoods;Understory Reinitiation (3)
42238;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42239;999;1=SI;CA;NA;NA
42240;301;1=SI;CA;Western hemlock;NA
42242;261;2=SE;CA;White fir;Stem Exclusion (2)
42248;201;5=OS;CA;Douglas-fir;Old Forest Single Stratum (5)
42250;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42251;996;2=SE;CA;NA;Stem Exclusion (2)
42260;201;6=OM;CA;Douglas-fir;Old Forest Multistrata (6)
42263;996;1=SI;CA;NA;NA
42265;368;2=SE;CA;Misc. western softwoods;Stem Exclusion (2)
42268;368;6=OM;CA;Misc. western softwoods;Old Forest Multistrata (6)
42271;261;1=SI;CA;White fir;NA
42273;201;1=SI;CA;Douglas-fir;NA
42275;261;1=SI;CA;White fir;NA
42276;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42278;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
42279;261;2=SE;CA;White fir;Stem Exclusion (2)
42287;261;5=OS;CA;White fir;Old Forest Single Stratum (5)
42291;261;1=SI;CA;White fir;NA
42295;281;1=SI;CA;Lodgepole pine;NA
42296;281;1=SI;CA;Lodgepole pine;NA
42300;281;1=SI;CA;Lodgepole pine;NA
42314;201;1=SI;CA;Douglas-fir;NA
42316;999;1=SI;CA;NA;NA
42317;999;3=UR;CA;NA;Understory Reinitiation (3)
42324;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42327;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42333;996;2=SE;CA;NA;Stem Exclusion (2)
42334;996;3=UR;CA;NA;Understory Reinitiation (3)
42341;996;1=SI;CA;NA;NA
42343;996;3=UR;CA;NA;Understory Reinitiation (3)
42345;281;1=SI;CA;Lodgepole pine;NA
42348;261;1=SI;CA;White fir;NA
42349;201;1=SI;CA;Douglas-fir;NA
42351;261;4=YM;CA;White fir;Young Forest Multistrata (4)
42352;281;1=SI;CA;Lodgepole pine;NA
42354;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42358;201;1=SI;CA;Douglas-fir;NA
42361;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42364;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42365;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42367;261;3=UR;CA;White fir;Understory Reinitiation (3)
42370;996;2=SE;CA;NA;Stem Exclusion (2)
42371;261;3=UR;CA;White fir;Understory Reinitiation (3)
42373;261;2=SE;CA;White fir;Stem Exclusion (2)
42374;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
42378;281;1=SI;CA;Lodgepole pine;NA
42379;281;1=SI;CA;Lodgepole pine;NA
42383;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42389;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42390;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42391;261;5=OS;CA;White fir;Old Forest Single Stratum (5)
42393;261;3=UR;CA;White fir;Understory Reinitiation (3)
42394;261;5=OS;CA;White fir;Old Forest Single Stratum (5)
42397;261;3=UR;CA;White fir;Understory Reinitiation (3)
42399;261;1=SI;CA;White fir;NA
42400;270;6=OM;CA;Mountain hemlock;Old Forest Multistrata (6)
42401;261;2=SE;CA;White fir;Stem Exclusion (2)
42403;996;2=SE;CA;NA;Stem Exclusion (2)
42404;368;2=SE;CA;Misc. western softwoods;Stem Exclusion (2)
42406;281;1=SI;CA;Lodgepole pine;NA
42407;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
42411;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42413;996;3=UR;CA;NA;Understory Reinitiation (3)
42417;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42419;261;3=UR;CA;White fir;Understory Reinitiation (3)
42425;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
42427;261;2=SE;CA;White fir;Stem Exclusion (2)
42429;261;3=UR;CA;White fir;Understory Reinitiation (3)
42434;261;1=SI;CA;White fir;NA
42435;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42437;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42441;261;4=YM;CA;White fir;Young Forest Multistrata (4)
42442;999;1=SI;CA;NA;NA
42443;201;1=SI;CA;Douglas-fir;NA
42444;368;3=UR;CA;Misc. western softwoods;Understory Reinitiation (3)
42446;996;3=UR;CA;NA;Understory Reinitiation (3)
42447;261;2=SE;CA;White fir;Stem Exclusion (2)
42448;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
42454;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
42458;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42459;304;3=UR;CA;Western redcedar;Understory Reinitiation (3)
42460;201;6=OM;CA;Douglas-fir;Old Forest Multistrata (6)
42461;281;1=SI;CA;Lodgepole pine;NA
42463;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
42465;996;4=YM;CA;NA;Young Forest Multistrata (4)
42466;996;3=UR;CA;NA;Understory Reinitiation (3)
42467;999;0=BG;CA;NA;Bare Ground (0)
42468;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42469;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42473;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42474;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
42476;301;2=SE;CA;Western hemlock;Stem Exclusion (2)
42477;996;3=UR;CA;NA;Understory Reinitiation (3)
42478;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
42480;201;5=OS;CA;Douglas-fir;Old Forest Single Stratum (5)
42481;301;2=SE;CA;Western hemlock;Stem Exclusion (2)
42482;201;5=OS;CA;Douglas-fir;Old Forest Single Stratum (5)
42484;996;2=SE;CA;NA;Stem Exclusion (2)
43511;261;3=UR;CA;White fir;Understory Reinitiation (3)
43517;281;1=SI;CA;Lodgepole pine;NA
43522;261;1=SI;CA;White fir;NA
43526;261;3=UR;CA;White fir;Understory Reinitiation (3)
43528;304;2=SE;CA;Western redcedar;Stem Exclusion (2)
43529;996;3=UR;CA;NA;Understory Reinitiation (3)
43530;221;3=UR;CA;Ponderosa pine;Understory Reinitiation (3)
43535;261;2=SE;CA;White fir;Stem Exclusion (2)
43537;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43538;997;2=SE;CA;NA;Stem Exclusion (2)
43539;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
43543;201;6=OM;CA;Douglas-fir;Old Forest Multistrata (6)
43545;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
43546;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
43547;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
43551;996;2=SE;CA;NA;Stem Exclusion (2)
43557;996;2=SE;CA;NA;Stem Exclusion (2)
43558;999;NA;CA;NA;NA
43560;201;6=OM;CA;Douglas-fir;Old Forest Multistrata (6)
43562;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
43564;996;3=UR;CA;NA;Understory Reinitiation (3)
43565;996;3=UR;CA;NA;Understory Reinitiation (3)
43571;996;1=SI;CA;NA;NA
43573;367;1=SI;CA;Whitebark pine;NA
43574;368;3=UR;CA;Misc. western softwoods;Understory Reinitiation (3)
43575;261;3=UR;CA;White fir;Understory Reinitiation (3)
43576;261;2=SE;CA;White fir;Stem Exclusion (2)
43578;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
43584;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
43586;281;1=SI;CA;Lodgepole pine;NA
43589;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
43592;261;2=SE;CA;White fir;Stem Exclusion (2)
43594;221;5=OS;CA;Ponderosa pine;Old Forest Single Stratum (5)
43600;261;3=UR;CA;White fir;Understory Reinitiation (3)
43605;261;5=OS;CA;White fir;Old Forest Single Stratum (5)
43608;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
43611;261;2=SE;CA;White fir;Stem Exclusion (2)
43613;261;3=UR;CA;White fir;Understory Reinitiation (3)
43614;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
43615;367;3=UR;CA;Whitebark pine;Understory Reinitiation (3)
43616;367;2=SE;CA;Whitebark pine;Stem Exclusion (2)
43617;201;6=OM;CA;Douglas-fir;Old Forest Multistrata (6)
43618;201;6=OM;CA;Douglas-fir;Old Forest Multistrata (6)
43619;996;2=SE;CA;NA;Stem Exclusion (2)
43622;221;6=OM;CA;Ponderosa pine;Old Forest Multistrata (6)
43625;368;2=SE;CA;Misc. western softwoods;Stem Exclusion (2)
43628;281;1=SI;CA;Lodgepole pine;NA
43629;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
43630;368;5=OS;CA;Misc. western softwoods;Old Forest Single Stratum (5)
43631;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
43633;201;1=SI;CA;Douglas-fir;NA
43634;996;2=SE;CA;NA;Stem Exclusion (2)
43636;996;1=SI;CA;NA;NA
43637;221;6=OM;CA;Ponderosa pine;Old Forest Multistrata (6)
43639;368;6=OM;CA;Misc. western softwoods;Old Forest Multistrata (6)
43644;996;3=UR;CA;NA;Understory Reinitiation (3)
43645;996;3=UR;CA;NA;Understory Reinitiation (3)
43646;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
43649;996;2=SE;CA;NA;Stem Exclusion (2)
43650;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
43654;221;1=SI;CA;Ponderosa pine;NA
43655;281;2=SE;CA;Lodgepole pine;Stem Exclusion (2)
43656;281;1=SI;CA;Lodgepole pine;NA
43658;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
43660;281;1=SI;CA;Lodgepole pine;NA
43662;996;2=SE;CA;NA;Stem Exclusion (2)
43664;261;3=UR;CA;White fir;Understory Reinitiation (3)
43667;996;2=SE;CA;NA;Stem Exclusion (2)
43669;201;5=OS;CA;Douglas-fir;Old Forest Single Stratum (5)
43673;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
43676;201;3=UR;CA;Douglas-fir;Understory Reinitiation (3)
43677;281;1=SI;CA;Lodgepole pine;NA
43679;281;3=UR;CA;Lodgepole pine;Understory Reinitiation (3)
43681;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
43682;221;2=SE;CA;Ponderosa pine;Stem Exclusion (2)
43684;201;2=SE;CA;Douglas-fir;Stem Exclusion (2)
43686;201;4=YM;CA;Douglas-fir;Young Forest Multistrata (4)
43687;261;6=OM;CA;White fir;Old Forest Multistrata (6)
43689;201;5=OS;CA;Douglas-fir;Old Forest Single Stratum (5)
43691;997;3=UR;CA;NA;Understory Reinitiation (3)
43692;997;3=UR;CA;NA;Understory Reinitiation (3)
43693;997;2=SE;CA;NA;Stem Exclusion (2)
43694;901;1=SI;CA;Aspen;NA
43695;997;2=SE;CA;NA;Stem Exclusion (2)
43698;996;2=SE;CA;NA;Stem Exclusion (2)
43700;996;3=UR;CA;NA;Understory Reinitiation (3)
43701;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43703;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43704;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43709;996;2=SE;CA;NA;Stem Exclusion (2)
43711;996;2=SE;CA;NA;Stem Exclusion (2)
43721;997;2=SE;CA;NA;Stem Exclusion (2)
43722;997;1=SI;CA;NA;NA
43724;996;3=UR;CA;NA;Understory Reinitiation (3)
43725;996;2=SE;CA;NA;Stem Exclusion (2)
43726;996;2=SE;CA;NA;Stem Exclusion (2)
43727;901;1=SI;CA;Aspen;NA
43729;901;1=SI;CA;Aspen;NA
43731;996;2=SE;CA;NA;Stem Exclusion (2)
43735;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43736;901;2=SE;CA;Aspen;Stem Exclusion (2)
43739;901;1=SI;CA;Aspen;NA
43741;996;3=UR;CA;NA;Understory Reinitiation (3)
43746;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43747;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43750;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43752;996;4=YM;CA;NA;Young Forest Multistrata (4)
43754;996;2=SE;CA;NA;Stem Exclusion (2)
43755;996;2=SE;CA;NA;Stem Exclusion (2)
43756;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43757;996;1=SI;CA;NA;NA
43758;996;3=UR;CA;NA;Understory Reinitiation (3)
43759;996;2=SE;CA;NA;Stem Exclusion (2)
43760;997;1=SI;CA;NA;NA
43761;997;3=UR;CA;NA;Understory Reinitiation (3)
43762;996;3=UR;CA;NA;Understory Reinitiation (3)
43764;901;1=SI;CA;Aspen;NA
43765;996;3=UR;CA;NA;Understory Reinitiation (3)
43767;996;3=UR;CA;NA;Understory Reinitiation (3)
43774;996;2=SE;CA;NA;Stem Exclusion (2)
43775;996;3=UR;CA;NA;Understory Reinitiation (3)
43776;996;1=SI;CA;NA;NA
43778;996;2=SE;CA;NA;Stem Exclusion (2)
43779;997;2=SE;CA;NA;Stem Exclusion (2)
43781;996;3=UR;CA;NA;Understory Reinitiation (3)
43783;996;3=UR;CA;NA;Understory Reinitiation (3)
43784;996;2=SE;CA;NA;Stem Exclusion (2)
43791;996;2=SE;CA;NA;Stem Exclusion (2)
43793;996;3=UR;CA;NA;Understory Reinitiation (3)
43798;996;2=SE;CA;NA;Stem Exclusion (2)
43801;996;2=SE;CA;NA;Stem Exclusion (2)
43802;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43803;996;1=SI;CA;NA;NA
43809;996;2=SE;CA;NA;Stem Exclusion (2)
43811;996;2=SE;CA;NA;Stem Exclusion (2)
43812;997;3=UR;CA;NA;Understory Reinitiation (3)
43813;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43820;996;3=UR;CA;NA;Understory Reinitiation (3)
43822;997;3=UR;CA;NA;Understory Reinitiation (3)
43824;997;3=UR;CA;NA;Understory Reinitiation (3)
43825;996;2=SE;CA;NA;Stem Exclusion (2)
43826;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43827;997;3=UR;CA;NA;Understory Reinitiation (3)
43829;997;2=SE;CA;NA;Stem Exclusion (2)
43835;996;2=SE;CA;NA;Stem Exclusion (2)
43839;997;2=SE;CA;NA;Stem Exclusion (2)
43841;996;2=SE;CA;NA;Stem Exclusion (2)
43842;996;3=UR;CA;NA;Understory Reinitiation (3)
43843;901;2=SE;CA;Aspen;Stem Exclusion (2)
43846;996;2=SE;CA;NA;Stem Exclusion (2)
43847;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43850;997;1=SI;CA;NA;NA
43852;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43853;709;2=SE;CA;Cottonwood / willow;Stem Exclusion (2)
43855;901;1=SI;CA;Aspen;NA
43857;996;2=SE;CA;NA;Stem Exclusion (2)
43858;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43860;996;3=UR;CA;NA;Understory Reinitiation (3)
43862;996;3=UR;CA;NA;Understory Reinitiation (3)
43868;997;3=UR;CA;NA;Understory Reinitiation (3)
43871;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43874;996;2=SE;CA;NA;Stem Exclusion (2)
43875;997;3=UR;CA;NA;Understory Reinitiation (3)
43911;999;1=SI;CA;NA;NA
43915;996;2=SE;CA;NA;Stem Exclusion (2)
43947;901;4=YM;CA;Aspen;Young Forest Multistrata (4)
43975;997;3=UR;CA;NA;Understory Reinitiation (3)
43977;997;3=UR;CA;NA;Understory Reinitiation (3)
43982;901;3=UR;CA;Aspen;Understory Reinitiation (3)
43983;996;3=UR;CA;NA;Understory Reinitiation (3)
43985;999;1=SI;CA;NA;NA
43987;997;2=SE;CA;NA;Stem Exclusion (2)
43988;703;1=SI;CA;Cottonwood;NA
43989;996;3=UR;CA;NA;Understory Reinitiation (3)
43999;996;1=SI;CA;NA;NA
44000;901;2=SE;CA;Aspen;Stem Exclusion (2)
44005;901;2=SE;CA;Aspen;Stem Exclusion (2)
44007;901;1=SI;CA;Aspen;NA
44013;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44015;996;2=SE;CA;NA;Stem Exclusion (2)
44020;996;3=UR;CA;NA;Understory Reinitiation (3)
44021;901;1=SI;CA;Aspen;NA
44023;996;3=UR;CA;NA;Understory Reinitiation (3)
44032;996;2=SE;CA;NA;Stem Exclusion (2)
44050;901;1=SI;CA;Aspen;NA
44067;901;1=SI;CA;Aspen;NA
44080;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44098;901;1=SI;CA;Aspen;NA
44099;997;3=UR;CA;NA;Understory Reinitiation (3)
44103;996;1=SI;CA;NA;NA
44105;996;1=SI;CA;NA;NA
44113;997;1=SI;CA;NA;NA
44116;996;2=SE;CA;NA;Stem Exclusion (2)
44123;997;2=SE;CA;NA;Stem Exclusion (2)
44125;996;3=UR;CA;NA;Understory Reinitiation (3)
44126;996;2=SE;CA;NA;Stem Exclusion (2)
44127;997;1=SI;CA;NA;NA
44130;999;0=BG;CA;NA;Bare Ground (0)
44135;996;1=SI;CA;NA;NA
44143;996;3=UR;CA;NA;Understory Reinitiation (3)
44153;996;2=SE;CA;NA;Stem Exclusion (2)
44158;996;1=SI;CA;NA;NA
44167;901;2=SE;CA;Aspen;Stem Exclusion (2)
44169;901;2=SE;CA;Aspen;Stem Exclusion (2)
44171;996;2=SE;CA;NA;Stem Exclusion (2)
44172;996;3=UR;CA;NA;Understory Reinitiation (3)
44177;996;2=SE;CA;NA;Stem Exclusion (2)
44180;996;2=SE;CA;NA;Stem Exclusion (2)
44187;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44189;996;2=SE;CA;NA;Stem Exclusion (2)
44198;997;3=UR;CA;NA;Understory Reinitiation (3)
44201;997;2=SE;CA;NA;Stem Exclusion (2)
44211;996;3=UR;CA;NA;Understory Reinitiation (3)
44213;996;2=SE;CA;NA;Stem Exclusion (2)
44220;997;2=SE;CA;NA;Stem Exclusion (2)
44221;996;2=SE;CA;NA;Stem Exclusion (2)
44224;997;2=SE;CA;NA;Stem Exclusion (2)
44235;996;3=UR;CA;NA;Understory Reinitiation (3)
44237;901;2=SE;CA;Aspen;Stem Exclusion (2)
44239;997;3=UR;CA;NA;Understory Reinitiation (3)
44244;997;2=SE;CA;NA;Stem Exclusion (2)
44245;996;3=UR;CA;NA;Understory Reinitiation (3)
44247;996;2=SE;CA;NA;Stem Exclusion (2)
44250;996;3=UR;CA;NA;Understory Reinitiation (3)
44253;997;3=UR;CA;NA;Understory Reinitiation (3)
44266;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44270;996;3=UR;CA;NA;Understory Reinitiation (3)
44271;901;1=SI;CA;Aspen;NA
44272;901;2=SE;CA;Aspen;Stem Exclusion (2)
44274;997;2=SE;CA;NA;Stem Exclusion (2)
44276;996;2=SE;CA;NA;Stem Exclusion (2)
44280;996;2=SE;CA;NA;Stem Exclusion (2)
44281;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44282;901;4=YM;CA;Aspen;Young Forest Multistrata (4)
44283;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44422;996;2=SE;CA;NA;Stem Exclusion (2)
44423;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44425;997;1=SI;CA;NA;NA
44433;996;3=UR;CA;NA;Understory Reinitiation (3)
44439;901;1=SI;CA;Aspen;NA
44455;999;1=SI;CA;NA;NA
44491;997;1=SI;CA;NA;NA
44501;996;3=UR;CA;NA;Understory Reinitiation (3)
44507;996;1=SI;CA;NA;NA
44510;996;2=SE;CA;NA;Stem Exclusion (2)
44515;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44516;901;2=SE;CA;Aspen;Stem Exclusion (2)
44518;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44519;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44520;901;1=SI;CA;Aspen;NA
44527;997;3=UR;CA;NA;Understory Reinitiation (3)
44528;997;3=UR;CA;NA;Understory Reinitiation (3)
44533;996;3=UR;CA;NA;Understory Reinitiation (3)
44534;901;2=SE;CA;Aspen;Stem Exclusion (2)
44535;996;2=SE;CA;NA;Stem Exclusion (2)
44537;901;2=SE;CA;Aspen;Stem Exclusion (2)
44554;996;2=SE;CA;NA;Stem Exclusion (2)
44557;996;2=SE;CA;NA;Stem Exclusion (2)
44558;997;3=UR;CA;NA;Understory Reinitiation (3)
44562;996;2=SE;CA;NA;Stem Exclusion (2)
44563;996;3=UR;CA;NA;Understory Reinitiation (3)
44566;997;3=UR;CA;NA;Understory Reinitiation (3)
44570;997;2=SE;CA;NA;Stem Exclusion (2)
44571;996;3=UR;CA;NA;Understory Reinitiation (3)
44572;996;2=SE;CA;NA;Stem Exclusion (2)
44575;996;2=SE;CA;NA;Stem Exclusion (2)
44576;996;2=SE;CA;NA;Stem Exclusion (2)
44578;996;2=SE;CA;NA;Stem Exclusion (2)
44580;996;2=SE;CA;NA;Stem Exclusion (2)
44586;901;1=SI;CA;Aspen;NA
44587;996;2=SE;CA;NA;Stem Exclusion (2)
44590;996;3=UR;CA;NA;Understory Reinitiation (3)
44591;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44592;997;3=UR;CA;NA;Understory Reinitiation (3)
44593;996;2=SE;CA;NA;Stem Exclusion (2)
44595;996;2=SE;CA;NA;Stem Exclusion (2)
44596;996;3=UR;CA;NA;Understory Reinitiation (3)
44599;901;4=YM;CA;Aspen;Young Forest Multistrata (4)
44600;901;1=SI;CA;Aspen;NA
44603;901;1=SI;CA;Aspen;NA
44606;901;1=SI;CA;Aspen;NA
44607;901;2=SE;CA;Aspen;Stem Exclusion (2)
44611;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44616;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44619;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44623;901;4=YM;CA;Aspen;Young Forest Multistrata (4)
44629;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44631;997;3=UR;CA;NA;Understory Reinitiation (3)
44632;901;1=SI;CA;Aspen;NA
44634;901;1=SI;CA;Aspen;NA
44636;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44639;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44640;901;3=UR;CA;Aspen;Understory Reinitiation (3)
44642;996;3=UR;CA;NA;Understory Reinitiation (3)
44643;901;1=SI;CA;Aspen;NA
44644;901;2=SE;CA;Aspen;Stem Exclusion (2)
44645;901;2=SE;CA;Aspen;Stem Exclusion (2)
44648;901;3=UR;CA;Aspen;Understory Reinitiation (3)
